title,artist,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Unwritten,Natasha Bedingfield,2024-03-16,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Little Things,Adrian Berenguer,2024-03-16,0.303,0.219,0,-12.353,1,0.0361,0.929,0.926,0.114,0.361,160.002,spotify:track:0awKSn8GziBuAXDeHp2Bm8
Another Love,Tom Odell,2024-03-16,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,spotify:track:3JvKfv6T31zO0ini8iNItO
Eat Her Up,414bigfrank,2024-03-16,0.967,0.406,0,-10.156,0,0.354,0.042,0.0,0.0846,0.104,106.455,spotify:track:5GYRYvFqwhaNSmk0NURzlm
Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-03-09,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,spotify:track:5rb9QrpfcKFHM1EUbSIurX
What You Won't Do For Love,Bobby Caldwell,2024-03-09,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,spotify:track:6Dk5fHTvH897XrVzCO64Mx
End Of Beginning,Djo,2024-03-09,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,spotify:track:3qhlB30KknSejmIvZZLjOD
Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",2024-03-09,0.708,0.657,0,-8.074,0,0.098,0.114,0.0,0.296,0.803,139.851,spotify:track:3hFnQwSt5zAWaYpLuMSWB7
Dance You Outta My Head,Cat Janice,2024-03-09,0.751,0.712,2,-7.181,0,0.0548,0.0608,0.0,0.1,0.598,115.966,spotify:track:6NMqeF0Ssmi7d3dSUqnOFf
Rose's Turn,Glee Cast,2024-03-09,0.545,0.399,10,-6.908,0,0.0529,0.717,0.0,0.117,0.501,103.266,spotify:track:5IEjk9xrbtTlnoRznXTIMz
Beautiful Things,Benson Boone,2024-03-09,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,spotify:track:6tNQ70jh4OwmPGpYy6R2o9
Redrum,21 Savage,2024-03-09,0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,spotify:track:52eIcoLUM25zbQupAZYoFh
Praise Jah In The Moonlight,YG Marley,2024-03-09,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,spotify:track:3h5TiWTqGxjSjFrbruPFH9
Get In With Me,BossMan DLow,2024-03-09,0.612,0.649,1,-5.553,0,0.384,0.133,0.0,0.11,0.219,158.9,spotify:track:4iEoDBAgMJIzest7VsDgmT
One Call,Rich Amiri,2024-03-09,0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,spotify:track:69phA1R4gmQsBFRQ3INW8C
Never Lose Me,Flo Milli,2024-03-09,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Merry Go Round of Life (Old Piano),Xakei,2024-03-09,0.333,0.341,8,-15.113,0,0.0317,0.974,0.844,0.118,0.504,168.325,spotify:track:45x0ittsJkYChoLk4zQkCH
My Love Mine All Mine,Mitski,2024-03-09,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
I Wouldn't Mind,He Is We,2024-03-09,0.557,0.295,0,-7.583,1,0.0277,0.798,0.0,0.0951,0.411,108.055,spotify:track:1XcFa5d1qoWdCIICnXlggj
No Fear,DeJ Loaf,2024-03-09,0.614,0.682,11,-4.117,0,0.102,0.387,0.0,0.134,0.566,100.202,spotify:track:2H881m3JRA8lpuuwaQL6zy
Soaked,Shy Smith,2024-03-09,0.9,0.67,1,-7.49,1,0.079,0.0533,0.0,0.0629,0.84,109.001,spotify:track:65zIby9Z03d1bhGvLNJNrA
Little Life,Cordelia,2024-03-09,0.507,0.0606,11,-15.605,1,0.0342,0.92,2.62e-06,0.111,0.173,130.629,spotify:track:51WRxaNJVQuXOBYUAmSzbf
Cleared - Remix,Lilithzplug,2024-03-09,0.631,0.593,11,-9.014,0,0.0796,0.685,0.0462,0.0799,0.457,129.868,spotify:track:54L7uacUGRkvoLokUlNWfH
Yeah!,Usher Featuring Lil Jon & Ludacris,2024-03-09,0.916,0.455,2,-12.273,1,0.0672,0.0222,0.00286,0.107,0.0746,104.999,spotify:track:3ZXb7BJtQpt5oHscNU2MG1
Oi (Beat Da Koto Nai),Certified Trapper,2024-03-09,0.475,0.336,7,-12.35,1,0.436,0.844,1.43e-05,0.128,0.459,31.074,spotify:track:2sptW9npRR78LLHNC6m1XF
L'amore Dice Ciao (Slow Take) (Remastered),Armando Trovajoli,2024-03-09,0.421,0.282,5,-16.523,1,0.0294,0.93,0.357,0.106,0.255,62.419,spotify:track:4dPnyaHuSuazWDvIXRBRZo
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2024-03-09,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Lovin On Me,Jack Harlow,2024-03-09,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Act II: Date @ 8,4Batz Featuring Drake,2024-03-09,0.55,0.545,0,-9.304,1,0.163,0.318,0.0,0.0608,0.412,102.469,spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS
Unwritten,Natasha Bedingfield,2024-03-09,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Stupid In Love,MAX Featuring HUH YUNJIN,2024-03-09,0.656,0.695,8,-5.295,0,0.103,0.0824,0.0,0.38,0.589,152.859,spotify:track:3W2kGv8CcwRl2MWQN5vxKL
I Don't Wanna Be Saved,Sexyy Red & Tay Keith,2024-03-09,0.811,0.64,5,-5.63,0,0.274,0.0957,0.0,0.127,0.527,145.031,spotify:track:2MjXWroB9wlTG2kqv3avfS
Move Yo Body (Sped Up),Bryansanon,2024-03-09,0.688,0.7,1,-8.287,1,0.0535,0.000114,1.08e-05,0.194,0.38,144.989,spotify:track:062UdtCYGxKMR2ihegtZUU
Out Of My League,Fitz And The Tantrums,2024-03-09,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,spotify:track:2AYEOC02WLhUiOoaig2SEH
Get Ready (Steve Aoki Vocal Radio Edit),2 Unlimited,2024-03-09,0.712,0.864,4,-5.668,1,0.356,0.0481,4.82e-05,0.0566,0.338,127.972,spotify:track:4qQuJowZaLzJ4G8P8I2R3i
Little Things,Adrian Berenguer,2024-03-09,0.303,0.219,0,-12.353,1,0.0361,0.929,0.926,0.114,0.361,160.002,spotify:track:0awKSn8GziBuAXDeHp2Bm8
Yasashi,CXSPER,2024-03-09,0.51,0.305,9,-12.942,1,0.0567,0.677,0.983,0.368,0.139,109.247,spotify:track:4484d0k9BgXv7VmGRT8uc8
All That Glitters,King Lowe,2024-03-09,0.567,0.568,0,-10.326,1,0.0561,0.364,0.657,0.33,0.0423,110.927,spotify:track:4ineB5Y3Fn1fbVWzGHTNZu
You Don't Own Me,Grace Featuring G-Eazy,2024-03-09,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,spotify:track:6KI1ZpZWYAJLvmVhCJz65G
Come Check This (Quickie Edit),FETISH,2024-03-09,0.734,0.834,11,-7.045,1,0.0825,0.182,0.802,0.219,0.394,124.99,spotify:track:3HH6ACm3OG9DtmfUGq3jOg
Merrily We Fall (Jersey Remix),RaeSam,2024-03-09,0.63,0.935,1,-7.246,1,0.053,0.0487,0.858,0.0879,0.777,168.022,spotify:track:5ZBhZTJaj8gTIjlzPHGKcK
Jealous,Eyedress,2024-03-09,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,spotify:track:1aXV8GrmQLvgoFtBPERP7E
QKThr,Aphex Twin,2024-03-09,0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042,spotify:track:4LIM4qmpHABufePRrLWbiM
Nothing's New,Rio Romeo,2024-03-09,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Evergreen,Richy Mitch And The Coal Miners,2024-03-09,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,spotify:track:6me7F0aaZjwDo6RJ5MrfBD
Never Be Like You,Flume Featuring Kai,2024-03-09,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,spotify:track:5WI2ltQIdwgzf1SNE76JyR
Bad Bitty,Jody P,2024-03-09,0.768,0.783,2,-6.681,1,0.0514,0.135,0.0,0.316,0.76,103.988,spotify:track:3hDGP1FyivTChULeeVWkH6
Stargazing (Slowed + Reverb),Marcelo De Carvalho,2024-03-09,0.417,0.186,6,-22.258,1,0.0324,0.933,0.935,0.121,0.0383,98.65,spotify:track:32zs7RgI4E3SM1r7U4hEMI
Balada Boa X Pika2 Kawenimeri,DJ USUP,2024-03-09,0.958,0.921,0,-3.096,1,0.324,0.271,0.0342,0.0852,0.872,132.983,spotify:track:0mmcXLiY4njgLDU1kiGoQX
Confidence (Sped Up),Ocean Alley,2024-03-09,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,spotify:track:7to68V64Cu6zk0UDo5tyw3
La Suma,Javier Rosas y Su Artilleria Pesada & Lupe Borbon y Su Blindaje 7,2024-03-09,0.645,0.834,2,-3.499,1,0.0393,0.271,0.0,0.0795,0.962,147.642,spotify:track:1tzj4DDVNp6X2ltpdTGtZW
Another Love,Tom Odell,2024-03-09,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,spotify:track:3JvKfv6T31zO0ini8iNItO
Psycho,Jack Kittel,2024-03-09,0.651,0.392,9,-13.494,1,0.0278,0.633,0.0,0.268,0.578,95.736,spotify:track:7Ic12BgSrOcE8TNiyBMDV7
Where The Wild Things Are,Luke Combs,2024-03-09,0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,spotify:track:0eBFgRxyVSeuT4iyrbukdn
End Of Beginning,Djo,2024-03-02,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,spotify:track:3qhlB30KknSejmIvZZLjOD
What You Won't Do For Love,Bobby Caldwell,2024-03-02,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,spotify:track:6Dk5fHTvH897XrVzCO64Mx
Rose's Turn,Glee Cast,2024-03-02,0.545,0.399,10,-6.908,0,0.0529,0.717,0.0,0.117,0.501,103.266,spotify:track:5IEjk9xrbtTlnoRznXTIMz
Texas Hold 'Em,Beyonce,2024-03-02,0.727,0.711,2,-6.549,1,0.078,0.582,0.0,0.158,0.375,110.012,spotify:track:0Z7nGFVCLfixWctgePsRk9
Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-03-02,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,spotify:track:5rb9QrpfcKFHM1EUbSIurX
Dance You Outta My Head,Cat Janice,2024-03-02,0.751,0.712,2,-7.181,0,0.0548,0.0608,0.0,0.1,0.598,115.966,spotify:track:6NMqeF0Ssmi7d3dSUqnOFf
Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",2024-03-02,0.708,0.657,0,-8.074,0,0.098,0.114,0.0,0.296,0.803,139.851,spotify:track:3hFnQwSt5zAWaYpLuMSWB7
L'amore Dice Ciao (Slow Take) (Remastered),Armando Trovajoli,2024-03-02,0.421,0.282,5,-16.523,1,0.0294,0.93,0.357,0.106,0.255,62.419,spotify:track:4dPnyaHuSuazWDvIXRBRZo
Praise Jah In The Moonlight,YG Marley,2024-03-02,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,spotify:track:3h5TiWTqGxjSjFrbruPFH9
One Call,Rich Amiri,2024-03-02,0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,spotify:track:69phA1R4gmQsBFRQ3INW8C
Get In With Me,BossMan DLow,2024-03-02,0.612,0.649,1,-5.553,0,0.384,0.133,0.0,0.11,0.219,158.9,spotify:track:4iEoDBAgMJIzest7VsDgmT
I Wouldn't Mind,He Is We,2024-03-02,0.557,0.295,0,-7.583,1,0.0277,0.798,0.0,0.0951,0.411,108.055,spotify:track:1XcFa5d1qoWdCIICnXlggj
Yeah!,Usher Featuring Lil Jon & Ludacris,2024-03-02,0.916,0.455,2,-12.273,1,0.0672,0.0222,0.00286,0.107,0.0746,104.999,spotify:track:3ZXb7BJtQpt5oHscNU2MG1
Never Lose Me,Flo Milli,2024-03-02,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Little Life,Cordelia,2024-03-02,0.507,0.0606,11,-15.605,1,0.0342,0.92,2.62e-06,0.111,0.173,130.629,spotify:track:51WRxaNJVQuXOBYUAmSzbf
My Love Mine All Mine,Mitski,2024-03-02,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
Soaked,Shy Smith,2024-03-02,0.9,0.67,1,-7.49,1,0.079,0.0533,0.0,0.0629,0.84,109.001,spotify:track:65zIby9Z03d1bhGvLNJNrA
Beautiful Things,Benson Boone,2024-03-02,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,spotify:track:6tNQ70jh4OwmPGpYy6R2o9
Redrum,21 Savage,2024-03-02,0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,spotify:track:52eIcoLUM25zbQupAZYoFh
Cleared - Remix,Lilithzplug,2024-03-02,0.631,0.593,11,-9.014,0,0.0796,0.685,0.0462,0.0799,0.457,129.868,spotify:track:54L7uacUGRkvoLokUlNWfH
The Beginning,Flawed Mangoes,2024-03-02,0.466,0.385,1,-13.537,1,0.0314,0.849,0.871,0.11,0.338,156.101,spotify:track:2INYbcxP73Z3zgOzJvAxqR
Unwritten,Natasha Bedingfield,2024-03-02,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Lovin On Me,Jack Harlow,2024-03-02,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2024-03-02,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Training Season,Dua Lipa,2024-03-02,0.812,0.587,5,-4.483,0,0.0477,0.0349,2.64e-06,0.123,0.664,123.041,spotify:track:5b5cPscqVEMChvDqscVw26
I Don't Wanna Be Saved,Sexyy Red & Tay Keith,2024-03-02,0.811,0.64,5,-5.63,0,0.274,0.0957,0.0,0.127,0.527,145.031,spotify:track:2MjXWroB9wlTG2kqv3avfS
Oi (Beat Da Koto Nai),Certified Trapper,2024-03-02,0.475,0.336,7,-12.35,1,0.436,0.844,1.43e-05,0.128,0.459,31.074,spotify:track:2sptW9npRR78LLHNC6m1XF
Act II: Date @ 8,4Batz Featuring Drake,2024-03-02,0.55,0.545,0,-9.304,1,0.163,0.318,0.0,0.0608,0.412,102.469,spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS
Never Be Like You,Flume Featuring Kai,2024-03-02,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,spotify:track:5WI2ltQIdwgzf1SNE76JyR
Merrily We Fall (Jersey Remix),RaeSam,2024-03-02,0.63,0.935,1,-7.246,1,0.053,0.0487,0.858,0.0879,0.777,168.022,spotify:track:5ZBhZTJaj8gTIjlzPHGKcK
Nothing's New,Rio Romeo,2024-03-02,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Scared To Start,Michael Marcagi,2024-03-02,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn
Come Check This (Quickie Edit),FETISH,2024-03-02,0.734,0.834,11,-7.045,1,0.0825,0.182,0.802,0.219,0.394,124.99,spotify:track:3HH6ACm3OG9DtmfUGq3jOg
Psycho,Jack Kittel,2024-03-02,0.651,0.392,9,-13.494,1,0.0278,0.633,0.0,0.268,0.578,95.736,spotify:track:7Ic12BgSrOcE8TNiyBMDV7
Good Looking,Suki Waterhouse,2024-03-02,0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,spotify:track:0j3mqDTK4Z6lvrLzFCUUz6
Riff 2,Flawed Mangoes,2024-03-02,0.619,0.325,6,-16.335,1,0.0371,0.966,0.936,0.108,0.591,149.794,spotify:track:3QFoRKFAdyzDOcKyPqqh6v
QKThr,Aphex Twin,2024-03-02,0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042,spotify:track:4LIM4qmpHABufePRrLWbiM
La Suma,Javier Rosas y Su Artilleria Pesada & Lupe Borbon y Su Blindaje 7,2024-03-02,0.645,0.834,2,-3.499,1,0.0393,0.271,0.0,0.0795,0.962,147.642,spotify:track:1tzj4DDVNp6X2ltpdTGtZW
Move Yo Body (Sped Up),Bryansanon,2024-03-02,0.688,0.7,1,-8.287,1,0.0535,0.000114,1.08e-05,0.194,0.38,144.989,spotify:track:062UdtCYGxKMR2ihegtZUU
Secrets,YTB Fatt,2024-03-02,0.751,0.638,2,-7.693,1,0.149,0.00752,0.00273,0.0909,0.697,89.462,spotify:track:1rvNrWJjNPwKngw2E6wTNW
Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,2024-03-02,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,spotify:track:2Lhdl74nwwVGOE2Gv35QuK
Broken Clocks,SZA,2024-03-02,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,spotify:track:2fXwCWkh6YG5zU1IyvQrbs
Back In Black,AC/DC,2024-03-02,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,spotify:track:08mG3Y1vljYA6bvDt4Wqkj
Yellow,Coldplay,2024-03-02,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,spotify:track:3AJwUDP919kvQ9QcozQPxg
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,2024-03-02,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,spotify:track:7nD9nN3jord9wWcfW3Gkcm
Little Things,Adrian Berenguer,2024-03-02,0.303,0.219,0,-12.353,1,0.0361,0.929,0.926,0.114,0.361,160.002,spotify:track:0awKSn8GziBuAXDeHp2Bm8
Haunted,Beyonce,2024-03-02,0.313,0.533,1,-9.416,0,0.166,0.103,0.00635,0.507,0.311,66.93,spotify:track:7cioKB5CHVzk09SOtTyn0T
Ain't Gonna Answer,NLE Choppa Featuring Lil Wayne,2024-03-02,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,spotify:track:2NV0mpU5YbyJXydzYPgw5O
Relaxed,MC Mablo Dos Paredoes,2024-03-02,0.533,0.395,3,-11.66,0,0.0288,0.876,0.928,0.122,0.616,99.676,spotify:track:67q9y56ZUtZ6TG4JfZG2k7
You Don't Own Me,Grace Featuring G-Eazy,2024-03-02,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,spotify:track:6KI1ZpZWYAJLvmVhCJz65G
What You Won't Do For Love,Bobby Caldwell,2024-02-24,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,spotify:track:6Dk5fHTvH897XrVzCO64Mx
Dance You Outta My Head,Cat Janice,2024-02-24,0.751,0.712,2,-7.181,0,0.0548,0.0608,0.0,0.1,0.598,115.966,spotify:track:6NMqeF0Ssmi7d3dSUqnOFf
Yeah!,Usher Featuring Lil Jon & Ludacris,2024-02-24,0.916,0.455,2,-12.273,1,0.0672,0.0222,0.00286,0.107,0.0746,104.999,spotify:track:3ZXb7BJtQpt5oHscNU2MG1
One Call,Rich Amiri,2024-02-24,0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,spotify:track:69phA1R4gmQsBFRQ3INW8C
I Wouldn't Mind,He Is We,2024-02-24,0.557,0.295,0,-7.583,1,0.0277,0.798,0.0,0.0951,0.411,108.055,spotify:track:1XcFa5d1qoWdCIICnXlggj
Get In With Me,BossMan DLow,2024-02-24,0.612,0.649,1,-5.553,0,0.384,0.133,0.0,0.11,0.219,158.9,spotify:track:4iEoDBAgMJIzest7VsDgmT
Never Lose Me,Flo Milli,2024-02-24,0.781,0.569,1,-7.858,1,0.0978,0.0534,0.0,0.098,0.0739,121.971,spotify:track:2x2olWuWXpqjoeE4bO1NFS
Little Life,Cordelia,2024-02-24,0.507,0.0606,11,-15.605,1,0.0342,0.92,2.62e-06,0.111,0.173,130.629,spotify:track:51WRxaNJVQuXOBYUAmSzbf
Oblivion,Grimes,2024-02-24,0.697,0.529,2,-8.838,1,0.0338,0.115,0.896,0.0895,0.486,155.974,spotify:track:3LGsgpx4TfxhXbr07OFKqs
My Love Mine All Mine,Mitski,2024-02-24,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,spotify:track:3vkCueOmm7xQDoJ17W1Pm3
End Of Beginning,Djo,2024-02-24,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,spotify:track:3qhlB30KknSejmIvZZLjOD
Praise Jah In The Moonlight,YG Marley,2024-02-24,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,spotify:track:3h5TiWTqGxjSjFrbruPFH9
Texas Hold 'Em,Beyonce,2024-02-24,0.727,0.711,2,-6.549,1,0.078,0.582,0.0,0.158,0.375,110.012,spotify:track:0Z7nGFVCLfixWctgePsRk9
Back It Up And Dump It (Dump Truck),"Kinfolk Thugs, GC Eternal & Tyme Bomb",2024-02-24,0.708,0.657,0,-8.074,0,0.098,0.114,0.0,0.296,0.803,139.851,spotify:track:3hFnQwSt5zAWaYpLuMSWB7
Yellow,Coldplay,2024-02-24,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,spotify:track:3AJwUDP919kvQ9QcozQPxg
Beautiful Things,Benson Boone,2024-02-24,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,spotify:track:6tNQ70jh4OwmPGpYy6R2o9
Lovin On Me,Jack Harlow,2024-02-24,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,spotify:track:4xhsWYTOGcal8zt0J161CU
Good Looking,Suki Waterhouse,2024-02-24,0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,spotify:track:0j3mqDTK4Z6lvrLzFCUUz6
I Don't Wanna Be Saved,Sexyy Red & Tay Keith,2024-02-24,0.811,0.64,5,-5.63,0,0.274,0.0957,0.0,0.127,0.527,145.031,spotify:track:2MjXWroB9wlTG2kqv3avfS
New Flame,Chris Brown Featuring Usher & Rick Ross,2024-02-24,0.698,0.888,11,-3.218,0,0.046,0.000363,0.0,0.0915,0.705,129.934,spotify:track:391kBVgWlD59gWONz2IRWF
Unwritten,Natasha Bedingfield,2024-02-24,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,spotify:track:3U5JVgI2x4rDyHGObzJfNf
Tumblr Girls,G-Eazy Featuring Christoph Andersson,2024-02-24,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,spotify:track:4Fv6wNYUixnYkj3Dgfrls8
Soaked,Shy Smith,2024-02-24,0.9,0.67,1,-7.49,1,0.079,0.0533,0.0,0.0629,0.84,109.001,spotify:track:65zIby9Z03d1bhGvLNJNrA
La Suma,Javier Rosas y Su Artilleria Pesada & Lupe Borbon y Su Blindaje 7,2024-02-24,0.645,0.834,2,-3.499,1,0.0393,0.271,0.0,0.0795,0.962,147.642,spotify:track:1tzj4DDVNp6X2ltpdTGtZW
Back In Black,AC/DC,2024-02-24,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,spotify:track:08mG3Y1vljYA6bvDt4Wqkj
Nothing's New,Rio Romeo,2024-02-24,0.421,0.394,11,-8.312,1,0.0277,0.863,4.74e-06,0.0984,0.399,96.192,spotify:track:0EF1EE8zusg3Y869e56JFd
Amor de Febrero,Jay Wheeler,2024-02-24,0.57,0.404,3,-6.36,1,0.0312,0.693,0.0,0.0841,0.394,134.873,spotify:track:5PTXXKeQxOospewN9hDXka
Cry,Cigarettes After Sex,2024-02-24,0.408,0.398,7,-10.448,1,0.0277,0.758,0.654,0.112,0.165,142.834,spotify:track:3p4hRhMcb6ch8OLtATMaLw
Come Check This (Quickie Edit),FETISH,2024-02-24,0.734,0.834,11,-7.045,1,0.0825,0.182,0.802,0.219,0.394,124.99,spotify:track:3HH6ACm3OG9DtmfUGq3jOg
Ain't Gonna Answer,NLE Choppa Featuring Lil Wayne,2024-02-24,0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,spotify:track:2NV0mpU5YbyJXydzYPgw5O
2 Days Into College,Aimee Carty,2024-02-24,0.611,0.303,11,-10.724,1,0.0705,0.968,5.11e-05,0.135,0.715,128.879,spotify:track:1v4m9GLt7lpFM5iOvwQZrU
Little Things,Adrian Berenguer,2024-02-24,0.303,0.219,0,-12.353,1,0.0361,0.929,0.926,0.114,0.361,160.002,spotify:track:0awKSn8GziBuAXDeHp2Bm8
You Don't Own Me,Grace Featuring G-Eazy,2024-02-24,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,spotify:track:6KI1ZpZWYAJLvmVhCJz65G
Merrily We Fall (Jersey Remix),RaeSam,2024-02-24,0.63,0.935,1,-7.246,1,0.053,0.0487,0.858,0.0879,0.777,168.022,spotify:track:5ZBhZTJaj8gTIjlzPHGKcK
Sure Thing,Miguel,2024-02-24,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,spotify:track:0JXXNGljqupsJaZsgSbMZV
First Love,Oscar Ortiz X Edgardo Nunez,2024-02-24,0.694,0.588,2,-6.24,1,0.0565,0.358,0.0,0.299,0.794,73.929,spotify:track:3QQAeMQbbjZXVFbF8DgFWT
Nightcrawler,Travi$ Scott Featuring Swae Lee & Chief Keef,2024-02-24,0.522,0.731,3,-3.803,0,0.0325,0.0013,0.0,0.132,0.179,124.055,spotify:track:3xby7fOyqmeON8jsnom0AT
Oi (Beat Da Koto Nai),Certified Trapper,2024-02-24,0.475,0.336,7,-12.35,1,0.436,0.844,1.43e-05,0.128,0.459,31.074,spotify:track:2sptW9npRR78LLHNC6m1XF
